id	v1_100_S_mapping	v1_100_S_precision	v1_150_S_mapping	v1_150_S_precision	v1_300_S_mapping	v1_300_S_precision	v1v2_600_P_mapping	v1v2_600_P_precision	v1v3_600_P_mapping	v1v3_600_P_precision	v3_100_S_mapping	v3_100_S_precision	v3_150_S_mapping	v3_150_S_precision	v3_300_S_mapping	v3_300_S_precision	v3_300_P_mapping	v3_300_P_precision	v3v4_600_P_mapping	v3v4_600_P_precision	v3v5_600_P_mapping	v3v5_600_P_precision	v4_100_S_mapping	v4_100_S_precision	v4_150_S_mapping	v4_150_S_precision	v4_300_S_mapping	v4_300_S_precision	v4_300_P_mapping	v4_300_P_precision	v4v5_600_P_mapping	v4v5_600_P_precision	v4v6_600_P_mapping	v4v6_600_P_precision	v5_100_S_mapping	v5_100_S_precision	v5_150_S_mapping	v5_150_S_precision	v5_300_S_mapping	v5_300_S_precision	v5_200_P_mapping	v5_200_P_precision	v5v6_300_P_mapping	v5v6_300_P_precision	v6_100_S_mapping	v6_100_S_precision	v6_150_S_mapping	v6_150_S_precision	v6_300_S_mapping	v6_300_S_precision	v6_200_P_mapping	v6_200_P_precision	v6v8_600_P_mapping	v6v8_600_P_precision	v7_100_S_mapping	v7_100_S_precision	v7_150_S_mapping	v7_150_S_precision	v7_300_S_mapping	v7_300_S_precision	v7v8_600_P_mapping	v7v8_600_P_precision	v7v9_600_P_mapping	v7v9_600_P_precision
c__ABY1;	0.384615	0.114973	0.405594	0.121244	0.384615	0.114973	0	0	0	0	0.888112	0.265482	0.951049	0.284296	0.93007	0.278025	0	0	0.762238	0.227855	0.293706	0.087797	0	0	0	0	0	0	0	0	0	0	0	0	0.237762	0.071074	0.244755	0.073164	0.237762	0.071074	0.118881	0.035537	0.083916	0.025085	0.006993	0.00209	0.006993	0.00209	0.006993	0.00209	0	0	0	0	0.307692	0.090909	0.314685	0.092999	0.314685	0.092999	0.251748	0.074186	0.083916	0.025085
c__Acetothermia;	0.166667	0.076436	0.25	0.114654	0.25	0.114654	0.166667	0.076436	0.166667	0.076436	0.833333	0.499675	0.833333	0.499675	0.833333	0.499675	0.833333	0.499675	0.833333	0.499675	0	0	0.916667	0.537894	1	0.576111	1	0.576111	0.916667	0.537894	0	0	0.666667	0.364492	1	0.576111	1	0.576111	0.916667	0.537894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416667	0.191091	0.416667	0.191091	0.416667	0.191091	0.333333	0.152872	0.333333	0.152872
c__Acidimicrobiia;	0.340996	0.220506	0.357599	0.235942	0.353768	0.237664	0.321839	0.213808	0.241379	0.15866	0.890166	0.562743	0.942529	0.628078	0.922095	0.619292	0.673052	0.438942	0.789272	0.532718	0.669221	0.449508	0.681992	0.450454	0.715198	0.471986	0.703704	0.466432	0.639847	0.426342	0.64751	0.428056	0.605364	0.399273	0.87484	0.578568	0.913155	0.608502	0.899106	0.606999	0.83908	0.556596	0.8659	0.585018	0.53129	0.334551	0.556833	0.358471	0.545338	0.361599	0.510856	0.319086	0.363985	0.240163	0.906769	0.580564	0.960409	0.633393	0.947637	0.635851	0.703704	0.470168	0.398467	0.268582
c__Acidobacteria;	0.199704	0.114828	0.20858	0.124857	0.204142	0.121915	0.198964	0.119541	0.162722	0.100266	0.889793	0.487265	0.942308	0.566532	0.926775	0.566684	0.877219	0.527603	0.806213	0.493181	0.346893	0.24044	0.887574	0.541738	0.935651	0.571998	0.923077	0.564055	0.843195	0.517062	0.869083	0.532228	0.803994	0.487924	0.873521	0.524272	0.914941	0.550086	0.898669	0.548408	0.851331	0.513119	0.866124	0.530423	0.858728	0.51689	0.899408	0.541271	0.889053	0.54211	0.829142	0.499905	0.742604	0.451234	0.914941	0.536039	0.95858	0.569859	0.947485	0.574552	0.824704	0.497922	0.526627	0.309484
c__Actinobacteria;	0.148798	0.107605	0.15906	0.130187	0.15555	0.130444	0.145828	0.122064	0.123143	0.102971	0.822036	0.511312	0.863624	0.695063	0.845531	0.718391	0.700513	0.558069	0.652444	0.553117	0.557116	0.474678	0.746422	0.59291	0.785039	0.650749	0.770186	0.647785	0.665406	0.557701	0.719687	0.60831	0.645693	0.548366	0.849041	0.663284	0.89468	0.711331	0.879557	0.746061	0.826087	0.646091	0.816905	0.691513	0.824467	0.671053	0.862004	0.707892	0.851472	0.721398	0.768566	0.621939	0.569808	0.486891	0.880907	0.634834	0.926546	0.721812	0.911963	0.766157	0.625169	0.524901	0.244396	0.207566
c__Aigarchaeota;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764706	0.539263	0.823529	0.598086	0.823529	0.598086	0.764706	0.559769	0.764706	0.550375	0	0	0.705882	0.512057	0.882353	0.625064	0.823529	0.577352	0.705882	0.481929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Alphaproteobacteria;	0.297347	0.201635	0.312508	0.235878	0.306888	0.238419	0.285191	0.221301	0.279833	0.219128	0.878447	0.557725	0.924193	0.668449	0.908247	0.714725	0.848386	0.613803	0.788916	0.621704	0.689844	0.54496	0.884982	0.659178	0.928637	0.721983	0.912953	0.718562	0.823814	0.645334	0.846295	0.668072	0.753496	0.598751	0.850085	0.625714	0.896615	0.671665	0.880016	0.691586	0.786302	0.585056	0.818586	0.643705	0.169259	0.120473	0.177232	0.126827	0.172265	0.125553	0.147693	0.105775	0.136061	0.098961	0.873742	0.609263	0.91805	0.671545	0.905503	0.705174	0.752973	0.584515	0.420207	0.32857
c__Anaerolineae;	0.394111	0.278575	0.415629	0.30005	0.411665	0.298977	0.178935	0.127564	0.375425	0.275175	0.782559	0.579521	0.822197	0.614137	0.811438	0.608018	0.756512	0.565083	0.434315	0.315309	0.544168	0.402771	0.864666	0.632096	0.920725	0.673708	0.902605	0.661714	0.489807	0.356274	0.744621	0.538561	0.765572	0.560924	0.224236	0.141795	0.236693	0.149504	0.231031	0.14606	0.197055	0.123014	0.222537	0.140658	0.087769	0.063194	0.091733	0.066894	0.0906	0.067222	0.082106	0.0592	0.076444	0.057228	0.537939	0.376664	0.570781	0.404401	0.562288	0.398899	0.497735	0.3522	0.266138	0.182784
c__ANME_1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885714	0.264766	0.942857	0.281847	0.942857	0.281847	0.857143	0.256225	0.885714	0.264766	0.114286	0.034163	0.914286	0.273307	0.971429	0.290388	0.914286	0.273307	0.885714	0.264766	0.114286	0.034163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Aquificae;	0.279412	0.246077	0.279412	0.246077	0.264706	0.234149	0.073529	0.065195	0.088235	0.077123	0.926471	0.740321	0.941176	0.816241	0.955882	0.839209	0.823529	0.720817	0.882353	0.776791	0.470588	0.423363	0.867647	0.731814	0.911765	0.792385	0.867647	0.762086	0.808824	0.714374	0.705882	0.625322	0.573529	0.50408	0.852941	0.750229	0.926471	0.812647	0.882353	0.779569	0.588235	0.521636	0.661765	0.586761	0	0	0	0	0	0	0	0	0	0	0.838235	0.70856	0.911765	0.784122	0.911765	0.800719	0.75	0.666734	0.264706	0.239705
c__Archaeoglobi;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.112463	0.15	0.112463	0.15	0.121665	0.15	0.112463	0.15	0.121665	0	0	0.85	0.746105	0.95	0.83666	0.95	0.83666	0.8	0.714995	0.15	0.121665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Armatimonadia;	0.316456	0.229907	0.316456	0.229907	0.316456	0.229907	0	0	0.291139	0.209372	0	0	0	0	0	0	0	0	0	0	0	0	0.924051	0.640319	0.949367	0.685257	0.949367	0.685257	0.835443	0.601777	0.835443	0.606239	0.734177	0.524102	0.873418	0.621633	0.873418	0.621633	0.873418	0.628117	0.822785	0.589488	0.835443	0.601777	0	0	0	0	0	0	0	0	0	0	0.886076	0.629263	0.936709	0.668199	0.924051	0.660261	0.78481	0.547323	0.43038	0.304463
c__At12OctB3;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Atribacteria_Incertae_Sedis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__AT_s2_57;	0.588235	0.175841	0.705882	0.211009	0.705882	0.211009	0.470588	0.140672	0	0	0.941176	0.246177	1	0.298929	0.941176	0.281345	1	0.298929	1	0.298929	0.411765	0.123088	0.941176	0.281345	1	0.298929	1	0.298929	0.941176	0.281345	0.941176	0.281345	0.941176	0.281345	0.941176	0.281345	0.882353	0.263761	0.941176	0.281345	0.882353	0.263761	0.941176	0.281345	0.941176	0.281345	1	0.298929	0.941176	0.281345	0.941176	0.281345	0.882353	0.263761	0.823529	0.246177	0.941176	0.281345	0.941176	0.281345	0.882353	0.263761	0.764706	0.228593
c__AT_s54;	0.428571	0.128112	0.428571	0.128112	0.428571	0.128112	0.428571	0.128112	0.285714	0.085408	1	0.298929	1	0.298929	1	0.298929	1	0.298929	0.857143	0.256225	0.285714	0.085408	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	0.428571	0.128112	0.428571	0.128112	0.428571	0.128112	0.428571	0.128112	0.428571	0.128112	0.857143	0.256225	0.857143	0.256225	0.857143	0.256225	0.857143	0.256225	0.285714	0.085408
c__B04R032;	0.333333	0.099643	0.333333	0.099643	0.333333	0.099643	0.333333	0.099643	0	0	1	0.298929	1	0.298929	1	0.298929	1	0.298929	0.666667	0.199286	0.666667	0.199286	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	1	0.298929	0.666667	0.199286	0.666667	0.199286	0.666667	0.199286	0.666667	0.199286	0.666667	0.199286	1	0.298929	1	0.298929	1	0.298929	1	0.298929	0.333333	0.099643
c__B142;	0.5	0.149465	0.5	0.149465	0.5	0.149465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428571	0.10676	0.5	0.128112	0.5	0.149465	0.142857	0.021352	0.071429	0.021352
c__Bacilli;	0.220504	0.170692	0.232877	0.186864	0.228237	0.190165	0.211224	0.176156	0.119973	0.100391	0.809545	0.602336	0.848873	0.707823	0.836721	0.710702	0.721388	0.600255	0.685594	0.583003	0.248122	0.210148	0.760274	0.579028	0.802696	0.654884	0.786125	0.661115	0.671233	0.560308	0.665267	0.563437	0.616659	0.525759	0.801591	0.582779	0.844012	0.633387	0.829872	0.696345	0.716527	0.5245	0.75011	0.625692	0.774194	0.607995	0.813522	0.648089	0.799602	0.668055	0.717852	0.553141	0.54684	0.462241	0.865444	0.600381	0.910296	0.721543	0.898365	0.750488	0.64715	0.538851	0.239947	0.20073
c__Bacteroidia;	0.42806	0.302715	0.450524	0.332326	0.441703	0.335872	0.424201	0.323185	0.385888	0.296309	0.868109	0.633551	0.914278	0.692993	0.900634	0.690718	0.834206	0.632886	0.787348	0.603613	0.514746	0.394705	0.867558	0.653123	0.913175	0.693949	0.895121	0.685272	0.800028	0.609868	0.814912	0.623375	0.764471	0.586222	0.858875	0.646814	0.899394	0.679823	0.883958	0.675885	0.762128	0.574366	0.843164	0.643569	0.003308	0.001392	0.003583	0.00198	0.00317	0.001966	0.00317	0.001217	0.002481	0.001553	0.030458	0.016699	0.031284	0.018041	0.030044	0.018114	0.024669	0.01492	0.01323	0.007768
c__BB34;	0.117647	0.035168	0.117647	0.035168	0.117647	0.035168	0.117647	0.035168	0.117647	0.035168	0.882353	0.263761	1	0.298929	1	0.298929	0.647059	0.193425	0.823529	0.246177	0	0	0.764706	0.228593	0.764706	0.228593	0.705882	0.211009	0.764706	0.228593	0	0	0.647059	0.193425	1	0.298929	1	0.298929	0.941176	0.281345	0	0	0.823529	0.246177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__BD1_5;	0.28169	0.084205	0.309859	0.092626	0.295775	0.088416	0.225352	0.067364	0.239437	0.071575	0.830986	0.248406	0.873239	0.261036	0.887324	0.265247	0.760563	0.227354	0.774648	0.231565	0	0	0.901408	0.269457	0.929577	0.277878	0.929577	0.277878	0.84507	0.252616	0	0	0.788732	0.235775	0.042254	0.012631	0.056338	0.016841	0.056338	0.016841	0	0	0.056338	0.016841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__BD4_9;	0.285714	0.08007	0.321429	0.096084	0.321429	0.096084	0	0	0.214286	0.064056	0.875	0.256103	0.946429	0.282915	0.892857	0.266901	0.839286	0.250887	0.607143	0.181493	0.464286	0.138789	0.821429	0.245549	0.892857	0.266901	0.910714	0.272239	0.589286	0.176155	0.875	0.261563	0.732143	0.218859	0.660714	0.197507	0.678571	0.202845	0.660714	0.197507	0.589286	0.176155	0.678571	0.202845	0	0	0	0	0	0	0	0	0	0	0.339286	0.101422	0.339286	0.101422	0.339286	0.101422	0.285714	0.085408	0.142857	0.042704
c__BD7_11;	0.414634	0.123946	0.439024	0.131237	0.414634	0.123946	0	0	0.317073	0.094782	0.902439	0.247394	0.926829	0.277056	0.878049	0.262474	0.853659	0.255183	0.780488	0.23331	0.292683	0.087491	0.707317	0.211438	0.878049	0.262474	0.853659	0.255183	0.878049	0.262474	0.853659	0.255183	0.707317	0.211438	0.878049	0.262474	0.95122	0.284347	0.95122	0.284347	0.853659	0.255183	0.926829	0.277056	0.292683	0.087491	0.292683	0.087491	0.292683	0.087491	0.292683	0.087491	0.243902	0.072909	0.04878	0.014582	0.04878	0.014582	0.04878	0.014582	0.04878	0.014582	0	0
c__Betaproteobacteria;	0.333333	0.191508	0.346577	0.249426	0.34033	0.26199	0.326587	0.252151	0.297101	0.233746	0.876812	0.520741	0.922539	0.712871	0.909045	0.723103	0.845077	0.654093	0.790355	0.632607	0.388806	0.31135	0.867816	0.595153	0.917291	0.69847	0.898301	0.704701	0.801599	0.626066	0.834833	0.661659	0.749875	0.60236	0.841829	0.6025	0.885807	0.643052	0.872814	0.682568	0.793603	0.572684	0.816592	0.634579	0.087206	0.06326	0.092454	0.069476	0.091204	0.074215	0.07946	0.057659	0.05972	0.048357	0.893053	0.50769	0.936032	0.632307	0.92004	0.699814	0.754123	0.565674	0.411044	0.314246
c__bOHTK_109;	0.1	0.029893	0.1	0.029893	0.1	0.029893	0.1	0.029893	0.1	0.029893	0.9	0.119571	0.9	0.269036	0.8	0.239143	0.8	0.239143	0.9	0.269036	0	0	0.9	0.269036	0.9	0.269036	0.9	0.269036	0.9	0.269036	0.9	0.269036	0.9	0.269036	1	0.298929	1	0.298929	1	0.298929	0.9	0.269036	0.9	0.269036	0.7	0.20925	0.7	0.20925	0.6	0.179357	0.7	0.20925	0.4	0.119572	0.8	0.239143	0.8	0.239143	0.7	0.20925	0.7	0.20925	0	0
c__BPC102;	0.480315	0.210544	0.519685	0.237079	0.527559	0.239433	0.472441	0.214155	0.496063	0.224988	0.88189	0.398163	0.937008	0.42344	0.905512	0.408996	0.897638	0.405385	0.795276	0.359698	0.653543	0.295954	0.905512	0.410254	0.968504	0.437886	0.96063	0.434274	0.889764	0.401774	0.874016	0.394552	0.795276	0.359698	0.874016	0.394552	0.937008	0.42344	0.897638	0.405385	0.874016	0.394552	0.929134	0.41983	0.866142	0.392198	0.92126	0.416219	0.897638	0.405385	0.84252	0.381364	0.76378	0.345253	0.929134	0.41983	0.96063	0.434274	0.937008	0.42344	0.858268	0.388587	0.543307	0.24414
c__BRC1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Brocadiae;	0.205128	0.166379	0.205128	0.166379	0.179487	0.145582	0	0	0.102564	0.08319	0.641026	0.50578	0.666667	0.545702	0.666667	0.545702	0.564103	0.462513	0.615385	0.504107	0	0	0.794872	0.649689	0.820513	0.670486	0.769231	0.628892	0.794872	0.649689	0.025641	0.020797	0.538462	0.446433	0.923077	0.758395	0.948718	0.779193	0.897436	0.737597	0.025641	0.020797	0.897436	0.737597	0.435897	0.353681	0.435897	0.353681	0.435897	0.353681	0.410256	0.332883	0.384615	0.312086	0	0	0	0	0	0	0	0	0	0
c__BS119;	0.428571	0.117436	0.5	0.138789	0.535714	0.16014	0.535714	0.16014	0.5	0.149465	1	0.298929	1	0.298929	1	0.298929	0.964286	0.288253	0.857143	0.256225	0.857143	0.256225	0.928571	0.277577	1	0.298929	0.964286	0.288253	0.892857	0.266901	0.964286	0.288253	0.821429	0.245549	0.892857	0.266901	0.964286	0.288253	0.928571	0.277577	0.892857	0.266901	0.892857	0.266901	0	0	0	0	0	0	0	0	0	0	0.785714	0.224196	0.857143	0.256225	0.857143	0.256225	0.678571	0.202845	0.357143	0.10676
c__BSV26;	0.348315	0.152796	0.393258	0.17856	0.359551	0.163102	0.382022	0.173407	0.325843	0.147643	0.741573	0.329333	0.786517	0.349944	0.786517	0.349944	0.707865	0.313874	0.685393	0.305362	0.460674	0.20589	0.910112	0.406627	0.94382	0.422087	0.910112	0.406627	0.831461	0.372351	0.865169	0.38781	0.831461	0.370556	0.820225	0.367198	0.88764	0.398115	0.898876	0.403268	0.741573	0.332921	0.820225	0.368992	0.88764	0.38735	0.921348	0.409986	0.910112	0.406627	0.842697	0.366738	0.764045	0.339639	0.910112	0.376431	0.932584	0.403039	0.921348	0.413575	0.842697	0.37571	0.41573	0.187072
c__C0119;	0.357143	0.10676	0.428571	0.128112	0.428571	0.128112	0.357143	0.10676	0.357143	0.10676	0.928571	0.277577	0.928571	0.277577	1	0.298929	0.857143	0.256225	0.928571	0.277577	0.5	0.149465	0.928571	0.277577	0.928571	0.277577	0.928571	0.277577	0.857143	0.256225	0.857143	0.256225	0	0	0.928571	0.234873	0.928571	0.256224	0.928571	0.277577	0.785714	0.192168	0	0	0.571429	0.170817	0.642857	0.192169	0.642857	0.192169	0	0	0.428571	0.128112	0.857143	0.256225	0.928571	0.277577	0.928571	0.277577	0.714286	0.213521	0.571429	0.170817
c__C6;	0.5	0.229308	0.5	0.229308	0.5	0.229308	0	0	0.25	0.114654	0.944444	0.407091	0.972222	0.445878	0.972222	0.445878	0.5	0.229308	0.861111	0.39492	0.305556	0.140133	0.416667	0.191091	0.444444	0.20383	0.361111	0.165612	0.416667	0.191091	0.333333	0.152872	0.277778	0.127394	0.833333	0.382181	0.888889	0.40766	0.861111	0.39492	0.805556	0.369442	0.861111	0.39492	0.833333	0.382181	0.861111	0.39492	0.861111	0.39492	0.75	0.343963	0.722222	0.331223	0.166667	0.076436	0.166667	0.076436	0.166667	0.076436	0.138889	0.063697	0.055556	0.025479
c__Caldilineae;	0.363636	0.294945	0.363636	0.294945	0.363636	0.294945	0.090909	0.073736	0.363636	0.294945	0.909091	0.737364	1	0.8111	1	0.8111	0.818182	0.663627	0.272727	0.221209	0.636364	0.516155	0.909091	0.737364	0.909091	0.737364	0.909091	0.737364	0.454545	0.368681	0.909091	0.737364	0.727273	0.589891	0.545455	0.442419	0.545455	0.442419	0.545455	0.442419	0.545455	0.442419	0.454545	0.368681	0.090909	0.073736	0.090909	0.073736	0.090909	0.073736	0	0	0.090909	0.073736	1	0.8111	1	0.8111	1	0.8111	0.909091	0.737364	0.454545	0.368681
c__Caldisericia;	0.4	0.270367	0.333333	0.216293	0.4	0.270367	0.4	0.270367	0	0	1	0.8111	1	0.8111	0.933333	0.757026	0	0	0.866667	0.702954	0.333333	0.270366	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.64888	1	0.8111	1	0.8111	0.866667	0.702954	0.466667	0.378514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
